iso3,country_name,year,risk_governance,risk_conflict,risk_economic,risk_democracy,risk_corruption,risk_social_unrest,risk_sanctions,risk_geopolitical,prism_score,control_of_corruption,govt_effectiveness,political_stability,regulatory_quality,rule_of_law,gdp_growth,inflation,unemployment,debt_to_gdp,cpi_score,v2x_polyarchy,v2x_libdem,conflict_events,total_fatalities,political_rights,civil_liberties
JPN,Japan,2020,12.569999999999993,100.0,76.37,9.939999999999998,16.540000000000006,98.1,89.58,8.959999999999994,51.51,1.4301233,1.8051167,1.1325471,1.3671823,1.5138826,-4.16876457146743,-0.024995834027731,2.809,,71.0,0.831,0.742,0.0,0.0,1.0,1.0
JPN,Japan,2021,13.36,100.0,78.15,10.430000000000007,16.340000000000003,98.06,89.92,10.340000000000003,52.08,1.4554011,1.653038,1.1600529,1.3955783,1.5319019,2.69657404187188,-0.233352779398264,2.808,,71.0,0.824,0.736,0.0,0.0,1.0,1.0
JPN,Japan,2022,9.89,100.0,77.72,10.25,16.450000000000003,98.59,89.85,7.590000000000003,51.29,1.4419346,2.0307507,1.2758787,1.4106972,1.5084676,0.941998775483285,2.49770278172255,2.614,,71.0,0.823,0.738,0.0,0.0,1.0,1.0
JPN,Japan,2023,10.269999999999996,100.0,77.82,9.879999999999995,18.019999999999996,98.84,89.64,8.579999999999998,51.63,1.3377896,1.9883877,1.2674256,1.3978822,1.5084872,1.47503481053384,3.26813365933163,2.6,,71.0,0.826,0.745,0.0,0.0,1.0,1.0
JPN,Japan,2024,10.489999999999995,100.0,77.59,10.36,17.879999999999995,98.63,88.9,7.989999999999995,51.48,1.3570132,2.0879101,1.1343228,1.3296352,1.5115753,0.104309021773304,2.73853681635241,2.5,,71.0,0.822,0.737,0.0,0.0,1.0,1.0
KAZ,Kazakhstan,2019,49.98,100.0,80.33,77.75,69.59,27.57,80.44,70.64,69.54,-0.207193,0.0590993,-0.221063999999999,0.112725,-0.430970199999999,4.50000000091883,5.33356098916669,4.8,18.4830469477519,38.0,0.236,0.113,0.0,0.0,7.0,5.0
KAZ,Kazakhstan,2020,50.38,100.0,78.17,78.06,70.2,28.41,79.0,70.5,69.34,-0.2881195,0.0522732,-0.2842993,0.0538787,-0.4154444,-2.49999999628,6.71815454861458,4.89,23.7157605024381,38.0,0.241,0.117,0.0,0.0,7.0,5.0
KAZ,Kazakhstan,2021,50.63,100.0,79.13,75.78999999999999,68.97,28.59,78.84,69.22,68.9,-0.2698189,0.017817,-0.2325504,0.0132367,-0.4655785,4.29999999729456,8.04147134028401,5.568,22.4120405815457,38.0,0.253,0.121,0.0,0.0,7.0,5.0
KAZ,Kazakhstan,2022,51.96,100.0,79.24,75.06,65.2,28.83,78.02,64.55,67.86,-0.1920096,0.1603392,-0.5795614,-0.0640574,-0.440637699999999,3.19999999970734,15.0278644440851,4.86,21.3547830101811,38.0,0.265,0.134,0.0,0.0,7.0,5.0
KAZ,Kazakhstan,2023,48.76,100.0,79.7,74.18,66.08,29.19,78.66,65.12,67.71,-0.2223164,0.1520225,-0.2021045,0.0054918,-0.3777888,5.09999999973641,14.5275597825952,4.835,20.8858497183933,38.0,0.269,0.139,0.0,0.0,7.0,5.0
KAZ,Kazakhstan,2024,49.42,100.0,76.37,74.38,64.83,28.62,73.65,65.16,66.55,-0.0670902999999999,0.1467641,-0.2827558,0.0470549,-0.3815477,4.99999999996936,8.69082156104494,4.833,,38.0,0.267,0.133,0.0,0.0,7.0,5.0
KEN,Kenya,2019,59.84,99.38,76.43,53.92,70.19,56.62,69.47,56.13,67.75,-0.809611299999999,-0.2914418,-1.07516719999999,-0.3436142,-0.559008899999999,5.11415885767801,5.23963795764792,5.014,,30.0,0.501,0.402,51.0,188.0,4.0,4.0
KEN,Kenya,2020,60.42,99.25,74.49,53.7,69.16,57.33,68.11,56.1,67.32,-0.7505394,-0.3759713,-1.0502651,-0.460141099999999,-0.5784344,-0.272766327438816,5.40516207933392,5.613,,30.0,0.503,0.404,65.0,151.0,4.0,4.0
KEN,Kenya,2021,59.66,99.37,76.39,52.83,64.03999999999999,58.84,68.46,50.92,66.31,-0.710787899999999,-0.3468069,-1.11021939999999,-0.424813499999999,-0.445618199999999,7.59048947333467,6.10793603659176,5.693,,30.0,0.507,0.423,54.0,135.0,4.0,4.0
KEN,Kenya,2022,58.3,99.63,75.72,48.41,66.3,59.09,68.71,51.18,65.92,-0.751285,-0.3324798,-0.962236,-0.3909087,-0.4245656,4.85998104287999,7.65986268272224,5.565,,30.0,0.55,0.45,31.0,101.0,4.0,4.0
KEN,Kenya,2023,58.25,100.0,76.08,45.09,64.52000000000001,60.32,68.62,48.45,65.17,-0.7594497,-0.3131112,-0.971652,-0.3986548,-0.427558899999999,5.71999241214208,7.67139634029402,5.409,,30.0,0.57,0.463,0.0,0.0,4.0,4.0
KEN,Kenya,2024,61.25,100.0,75.94,46.77,65.42,58.81,69.65,49.4,65.9,-0.8018297,-0.2978904,-1.3556816,-0.3335684,-0.464532,4.72473994710138,4.48978854243448,5.487,,30.0,0.557,0.437,0.0,0.0,4.0,4.0
KGZ,Kyrgyz Republic,2019,57.55,100.0,75.8,58.44,73.96000000000001,51.81,70.88,61.93,68.8,-0.9826685,-0.670415099999999,-0.206819199999999,-0.4211895,-0.738449599999999,4.60062565707598,1.13362257718804,5.45,51.3325378370411,26.0,0.441,0.309,0.0,0.0,5.0,4.0
KGZ,Kyrgyz Republic,2020,59.08,100.0,70.8,66.14,74.67,50.12,67.2,63.58,68.95,-1.048438,-0.586251299999999,-0.5068231,-0.4846177,-0.729520899999999,-7.14897757727955,6.32542296338078,5.945,67.9562222931595,26.0,0.385,0.255,0.0,0.0,5.0,4.0
KGZ,Kyrgyz Republic,2021,61.21,99.95,75.05,62.0,78.13,33.73,68.68,67.17,68.24,-1.1583724,-0.842252799999999,-0.3876484,-0.5122396,-0.879262,5.50700762671923,11.9050398185147,5.149,56.3623694600643,26.0,0.41,0.256,3.0,40.0,7.0,5.0
KGZ,Kyrgyz Republic,2022,62.97,99.93,77.1,63.15,77.44,32.32,70.07,68.4,68.92,-1.2024196,-0.9984392,-0.422477,-0.5260208,-0.9265186,8.96750520041391,13.9229093174176,4.767,47.085480540382,26.0,0.38,0.237,4.0,64.0,7.0,5.0
KGZ,Kyrgyz Republic,2023,64.00999999999999,100.0,78.98,65.61,77.81,30.35,71.33,70.03999999999999,69.77,-1.1965583,-1.0041023,-0.509667299999999,-0.5342741,-0.973899499999999,9.0132928339342,10.7532770416742,3.498,40.54198900827,26.0,0.348,0.197,0.0,0.0,7.0,5.0
KGZ,Kyrgyz Republic,2024,62.84,100.0,79.28,67.5,76.57,29.79,71.86,69.4,69.66,-1.1364649,-0.8885033,-0.5045251,-0.516746399999999,-0.936093699999999,9.04013556120012,4.99760701207323,3.491,40.2318478859281,26.0,0.321,0.185,0.0,0.0,7.0,5.0
KHM,Cambodia,2019,59.24,100.0,81.84,86.82,88.36,29.39,66.25,79.09,73.87,-1.33890439999999,-0.5152334,-0.1935314,-0.6492291,-1.1306816,7.93695013588524,1.94257500833107,0.119,,20.0,0.194,0.066,0.0,0.0,6.0,5.0
KHM,Cambodia,2020,60.26,100.0,78.78,86.98,85.65,22.81,65.62,78.73,72.35,-1.1175106,-0.5904535,-0.2401873,-0.696444,-1.1462953,-3.55572193406549,2.9402951426397,0.172,,20.0,0.191,0.063,0.0,0.0,7.0,5.0
KHM,Cambodia,2021,59.98,100.0,81.94,87.37,85.45,21.93,72.78,79.15,73.57,-1.0917539,-0.643403,-0.1486895,-0.6885401,-1.14770479999999,3.08984284148661,2.92073477592949,0.396,28.0325110484223,20.0,0.19,0.059,0.0,0.0,7.0,5.0
KHM,Cambodia,2022,57.85,100.0,82.4,86.97,85.62,22.25,72.69,77.49,73.16,-1.1129555,-0.4625515,-0.0739156,-0.6946692,-1.1151898,5.12990110773977,5.34370264895437,0.245,27.4923946808839,20.0,0.199,0.059,0.0,0.0,7.0,5.0
KHM,Cambodia,2023,55.85,100.0,79.53,88.28999999999999,85.68,20.2,69.05,77.52,72.01,-1.1216382,-0.4160661,0.1346422,-0.676237299999999,-1.099508,5.00733043811898,2.12746796594194,0.256,50.3420177209934,20.0,0.189,0.052,0.0,0.0,7.0,5.0
KHM,Cambodia,2024,54.67,100.0,81.27,89.1,86.53,19.5,66.55,76.8,71.8,-1.2328592,-0.293501299999999,0.1284232,-0.6313721,-1.0562612,5.97510939607335,0.808042016536654,0.254,,20.0,0.184,0.048,0.0,0.0,7.0,5.0
KIR,Kiribati,2019,35.09,100.0,71.31,48.335,44.88,100.0,68.23,56.46,68.0,0.3505035,-0.273534599999999,1.0992501,-0.5049386,0.5835214,3.26425930432951,-1.81307995302947,,,,,,0.0,0.0,1.0,1.0
KIR,Kiribati,2020,30.11,100.0,69.1,47.83,44.86,100.0,67.34,56.1,66.79,0.3514103,-0.257145499999999,1.1749608,-0.5492947,1.1590995,-1.46805538131593,2.5532455441463,,,,,,0.0,0.0,1.0,1.0
KIR,Kiribati,2021,30.840000000000003,100.0,72.98,48.185,45.25,100.0,67.37,56.05,67.5,0.3344081,-0.2550887,1.1647191,-0.5500931,1.0695661,8.47973787138213,2.05361676773907,,,,,,0.0,0.0,1.0,1.0
KIR,Kiribati,2022,32.489999999999995,100.0,71.18,50.21,45.26,100.0,67.27,56.06,67.47,0.3338154,-0.255398399999999,1.2429196,-0.5337443,0.7720439,4.56632593100372,5.34595440908904,,,,,,0.0,0.0,1.0,1.0
KIR,Kiribati,2023,33.89,100.0,70.1,49.965,45.31,100.0,66.17,59.43,67.84,0.3317797,-0.4079699,1.2433279,-0.5997507,0.73465,2.65201087489879,9.28307374517721,,,,,,0.0,0.0,1.0,1.0
KIR,Kiribati,2024,33.739999999999995,100.0,71.71,51.269999999999996,44.33,100.0,67.9,60.01,68.24,0.3745658,-0.4343103,1.2381638,-0.5014363,0.78601,5.26689747917099,2.45545072159028,,,,,,0.0,0.0,1.0,1.0
KNA,St. Kitts and Nevis,2019,30.239999999999995,100.0,71.05,48.335,45.48,100.0,79.39,33.379999999999995,65.65,0.324202,0.7699023,0.6646782,0.478026,0.633226,2.93824658056356,-0.329562063663977,,,,,,0.0,0.0,1.0,1.0
KNA,St. Kitts and Nevis,2020,28.409999999999997,100.0,64.09,47.83,45.47,100.0,79.43,33.489999999999995,64.41,0.3247512,0.7650002,0.9164728,0.4753739,0.6337014,-15.3018891740649,-1.16724501769353,,,,,,0.0,0.0,1.0,1.0
KNA,St. Kitts and Nevis,2021,31.269999999999996,100.0,69.93,48.185,44.85,91.67,79.39,41.04,65.45,0.352033,0.4237045,0.9147636,0.489946,0.5899268,0.367606879216311,1.195688870384,,,,,,0.0,0.0,2.0,1.0
KNA,St. Kitts and Nevis,2022,29.409999999999997,100.0,73.7,50.21,45.78,91.67,79.77,35.120000000000005,65.06,0.3109783,0.691453,0.9177056,0.534217,0.571593,10.4804941546807,2.66817533111249,,,,,,0.0,0.0,2.0,1.0
KNA,St. Kitts and Nevis,2023,29.459999999999994,100.0,70.74,49.965,44.85,91.67,79.26,35.09,64.44,0.3519798,0.6926238,0.918184,0.4958574,0.5632841,3.02127526129283,3.55711230848243,,,,,,0.0,0.0,2.0,1.0
KNA,St. Kitts and Nevis,2024,29.310000000000002,100.0,42.18,51.269999999999996,44.94,91.67,60.93,35.120000000000005,57.74,0.3480989,0.6913852,0.9121334,0.4799757,0.5904494,0.312226855858171,,,,,,,0.0,0.0,2.0,1.0
KOR,"Korea, Rep.",2019,18.950000000000003,100.0,78.34,7.459999999999994,25.260000000000005,87.37,83.51,9.040000000000006,51.24,0.6133176,1.6276354,0.8544821,0.9120155,1.1105361,2.31380210595475,0.383000303608136,3.746,37.6954834097738,63.0,0.842,0.777,0.0,0.0,2.0,2.0
KOR,"Korea, Rep.",2020,18.840000000000003,100.0,76.83,7.140000000000001,24.180000000000007,87.48,82.41,9.010000000000005,50.74,0.7558651,1.5914906,0.8679972,0.9083199,1.1479729,-0.700242317542106,0.537288023411737,3.931,43.775799174588,63.0,0.85,0.782,0.0,0.0,2.0,2.0
KOR,"Korea, Rep.",2021,18.189999999999998,100.0,77.71,7.400000000000006,24.14,87.66,82.55,8.680000000000007,50.79,0.7614152,1.6261842,0.9005342,0.9879995,1.1681575,4.61296795454287,2.49833333333339,3.639,45.8328934501884,63.0,0.852,0.775,0.0,0.0,2.0,2.0
KOR,"Korea, Rep.",2022,19.58,100.0,77.53,11.689999999999998,23.370000000000005,86.81,82.31,11.269999999999996,51.57,0.8217095,1.4844938,0.855673,1.01728,1.1662138,2.72756456708991,5.08951365062842,2.857,47.6110651856141,63.0,0.802,0.718,0.0,0.0,2.0,2.0
KOR,"Korea, Rep.",2023,18.799999999999997,100.0,77.38,18.5,24.099999999999994,85.86,82.1,15.299999999999997,52.76,0.8788564,1.4955907,0.932168,0.9996554,1.1844569,1.58301467403629,3.5974562502901,2.675,48.5543799702909,63.0,0.722,0.62,0.0,0.0,2.0,2.0
KOR,"Korea, Rep.",2024,21.53,100.0,77.85,18.5,24.560000000000002,84.17,85.31,15.530000000000001,53.43,0.8495586,1.4867237,0.6393495,1.013674,1.1174546,2.00361101838986,2.32174328643542,2.784,,63.0,0.724,0.627,0.0,0.0,2.0,2.0
KWT,Kuwait,2019,44.08,100.0,78.51,51.33,49.99,39.91,74.99,52.98,61.47,-0.1345999,-0.112275699999999,0.2460837,0.1059595,0.0662246,2.26381706595791,1.09184802655856,2.213,,46.0,0.323,0.288,0.0,0.0,5.0,5.0
KWT,Kuwait,2020,44.14,100.0,75.46,52.53,50.62,39.81,75.25,53.68,61.44,-0.1551226,-0.11216,0.1554026,0.1356131,0.146885,-4.81731593381585,2.101729548274,3.489,,46.0,0.317,0.282,0.0,0.0,5.0,5.0
KWT,Kuwait,2021,43.31,100.0,77.53,56.56,49.91,39.98,75.46,53.22,62.0,-0.0606404,0.0296612,0.1542148,0.1641701,0.1194986,1.67213054307859,3.42362947609188,2.97,,46.0,0.301,0.274,0.0,0.0,5.0,5.0
KWT,Kuwait,2022,40.66,100.0,79.57,57.16,48.86,39.45,76.35,51.09,61.64,0.0771437,0.3336204,0.1041664,0.2464239,0.2236666,6.75866711966617,3.98064961990313,2.133,,46.0,0.298,0.281,0.0,0.0,5.0,5.0
KWT,Kuwait,2023,39.71,100.0,77.47,53.38,48.18,40.23,77.26,50.68,60.86,0.1660086,0.3091212,0.2906988,0.3224925,0.1910577,-1.6672059801285,3.64216403030709,2.08,,46.0,0.314,0.294,0.0,0.0,5.0,5.0
KWT,Kuwait,2024,39.25,100.0,77.22,78.22,47.78,39.49,78.25,54.83,64.38,0.2183455,0.3278963,0.2939367,0.4035133,0.2308269,-2.56011099967517,2.89855072463762,2.151,,46.0,0.198,0.179,0.0,0.0,5.0,5.0
LAO,Lao PDR,2019,55.55,100.0,78.91,86.57,70.12,10.17,65.3,72.72,67.42,-1.1050142,-0.757151799999999,0.3582008,-0.720662799999999,-0.944245599999999,5.4577350924848,3.32255881256925,2.531,,34.0,0.127,0.109,0.0,0.0,7.0,6.0
LAO,Lao PDR,2020,53.72,100.0,77.7,87.07,69.14,9.89,64.52,72.17,66.78,-1.0608703,-0.765948,0.5456553,-0.775701299999999,-0.875201399999999,0.503031829018681,5.10407262959919,2.349,,34.0,0.126,0.094,0.0,0.0,7.0,6.0
LAO,Lao PDR,2021,52.39,100.0,78.54,84.52,70.02,9.61,65.02,72.43,66.57,-1.0773186,-0.7431648,0.583086,-0.742067799999999,-0.7575675,2.52835100486102,3.75562036658877,2.08,,34.0,0.135,0.104,0.0,0.0,7.0,6.0
LAO,Lao PDR,2022,51.88,100.0,78.26,83.84,69.89,9.89,62.45,72.7,66.11,-0.9974286,-0.710403999999999,0.7033051,-0.818860399999999,-0.8397916,2.70742652643155,22.9562225132056,1.209,,34.0,0.134,0.113,0.0,0.0,7.0,6.0
LAO,Lao PDR,2023,51.97,100.0,78.07,84.82,68.99,10.28,62.29,72.44,66.11,-0.9646387,-0.753464199999999,0.7378068,-0.7700083,-0.8447129,3.74568140158232,31.2301341732646,1.186,,34.0,0.132,0.106,0.0,0.0,7.0,6.0
LAO,Lao PDR,2024,51.28,100.0,78.65,83.71000000000001,69.1,10.14,64.54,71.07,66.06,-0.979896099999999,-0.5819014,0.5576599,-0.636028199999999,-0.742416699999999,4.13019264436937,23.1305695942588,1.174,,34.0,0.135,0.117,0.0,0.0,7.0,6.0
LBN,Lebanon,2019,66.47999999999999,100.0,67.71,63.1,78.45,51.35,67.16,63.38,69.7,-1.2286796,-0.6222753,-1.3398887,-0.5611682,-0.8604448,-6.91492472851026,3.00538949390383,11.301,,23.0,0.429,0.276,0.0,0.0,5.0,4.0
LBN,Lebanon,2020,69.4,99.95,57.41,62.68,77.78,52.09,58.2,64.85,67.8,-1.23052269999999,-0.9492217,-1.3492491,-0.715552099999999,-0.918424399999999,-21.3998996914321,84.8643330472041,13.252,,23.0,0.436,0.274,4.0,20.0,5.0,4.0
LBN,Lebanon,2021,70.63,100.0,57.51,63.62,78.2,50.82,50.85,65.96000000000001,67.2,-1.2586741,-1.0567104,-1.3231817,-0.821736999999999,-1.0028379,-7.00123862514116,154.756096023393,12.715,,23.0,0.433,0.262,0.0,0.0,5.0,4.0
LBN,Lebanon,2022,70.88,100.0,59.66,65.21000000000001,77.78,49.98,48.01,66.78,67.29,-1.21762979999999,-1.0420809,-1.34257539999999,-0.943323199999999,-1.0323318,-0.621678970663112,171.205491336641,11.105,,23.0,0.405,0.25,0.0,0.0,5.0,4.0
LBN,Lebanon,2023,71.56,100.0,56.8,67.45,77.35,50.79,43.96,68.6,67.06,-1.2554109,-1.16583329999999,-1.2764099,-0.912561,-1.0665045,-0.760584470257314,221.341644023365,10.985,,23.0,0.361,0.234,0.0,0.0,5.0,4.0
LBN,Lebanon,2024,72.28,100.0,89.9,68.98,81.24,50.79,58.89,72.37,74.31,-1.3041344,-1.1301199,-1.3896806,-0.958879399999999,-1.0853525,,45.2430422716718,,,23.0,0.347,0.226,0.0,0.0,5.0,4.0
LBR,Liberia,2019,63.45,99.99,74.99,41.52,78.35,72.95,60.77,64.9,69.62,-0.9910994,-1.2862251,-0.2571938,-0.9351647,-0.870665599999999,-2.46729763532686,26.9662760197878,3.071,,28.0,0.623,0.412,1.0,1.0,3.0,3.0
LBR,Liberia,2020,63.72,99.98,74.5,40.89,77.58,68.03,61.36,64.99000000000001,68.88,-0.9167423,-1.3754275,-0.220102599999999,-0.9601829,-0.855358499999999,-2.98249127649473,16.9557241496255,4.102,,28.0,0.633,0.419,2.0,2.0,3.0,4.0
LBR,Liberia,2021,63.2,100.0,77.32,41.93,78.78,67.75,62.33,65.91,69.65,-0.9896145,-1.32722149999999,-0.2103506,-0.945724799999999,-0.8429491,4.98671283481617,7.81559385858648,3.844,,28.0,0.616,0.408,0.0,0.0,3.0,4.0
LBR,Liberia,2022,63.87,100.0,78.1,41.82,79.23,67.75,62.1,65.87,69.84,-1.0479173,-1.33159689999999,-0.2807974,-0.966968199999999,-0.858746399999999,4.80810517290655,7.59298486560313,2.956,,28.0,0.618,0.409,0.0,0.0,3.0,4.0
LBR,Liberia,2023,62.53,100.0,77.97,40.94,76.66,67.75,62.59,62.5,68.87,-1.01213,-1.2153121,-0.174047999999999,-0.9050469,-0.8997457,4.68375688761311,10.0944535665552,2.905,,28.0,0.624,0.421,0.0,0.0,3.0,4.0
LBR,Liberia,2024,62.92,100.0,77.9,43.01,76.93,73.3,63.48,63.24,70.1,-1.0473848,-1.24629299999999,-0.228549,-0.8418216,-0.868004,4.02185464964835,8.21497439118964,2.914,,28.0,0.61,0.398,0.0,0.0,2.0,4.0
LBY,Libya,2019,85.83,97.2,59.78,85.53,83.46000000000001,15.88,50.61,74.8,69.14,-1.5465395,-1.5537488,-2.25895969999999,-2.0416816,-1.6213786,-11.1960828853386,-2.16217883470595,19.087,,13.0,0.263,0.148,186.0,1786.0,7.0,6.0
LBY,Libya,2020,86.24,98.31,54.36,85.53,83.27,15.95,50.9,75.27,68.73,-1.5214215,-1.6327551,-2.2231779,-1.9895714,-1.6334673,-29.4552967282824,1.44703656998741,19.651,,13.0,0.266,0.145,131.0,689.0,7.0,6.0
LBY,Libya,2021,84.31,99.92,69.0,87.99,84.75,16.06,51.78,77.1,71.36,-1.5502152,-1.4589466,-2.2069296,-1.9018167,-1.56279409999999,28.2996823429147,2.86833027751019,19.779,,13.0,0.216,0.129,7.0,12.0,7.0,6.0
LBY,Libya,2022,84.93,99.92,59.99,89.15,84.63,16.73,51.62,78.24,70.65,-1.5332986,-1.56371599999999,-2.00397249999999,-1.90307039999999,-1.7431898,-8.29981811198795,4.51030149235703,19.238,,13.0,0.206,0.108,7.0,13.0,7.0,6.0
LBY,Libya,2023,83.78999999999999,100.0,65.35,89.64,87.94,16.02,52.74,81.0,72.06,-1.5426693,-1.447749,-2.0418754,-1.82178479999999,-1.66847289999999,10.2000497852517,2.37317531435169,18.713,,13.0,0.196,0.105,0.0,0.0,7.0,6.0
LBY,Libya,2024,82.73,100.0,62.89,89.52,87.86,16.62,53.71,80.83,71.77,-1.5315957,-1.41948799999999,-1.8964767,-1.7391073,-1.6980126,1.89995052025442,2.12615766885025,19.085,,13.0,0.195,0.109,0.0,0.0,7.0,6.0
LCA,St. Lucia,2019,31.930000000000007,100.0,65.5,48.335,39.78,100.0,77.8,43.75,65.54,0.4745651,0.3009665,0.8702889,0.3463362,0.6668234,-0.700322396299441,0.539087559191757,15.613,,59.0,,,0.0,0.0,1.0,1.0
LCA,St. Lucia,2020,33.81999999999999,100.0,50.74,47.83,40.87,100.0,77.29,47.79,64.36,0.37834,0.1183828,0.8698532,0.284517,0.5946847,-24.3614732129122,-1.75580833517594,25.224,,59.0,,,0.0,0.0,1.0,1.0
LCA,St. Lucia,2021,35.45,100.0,64.06,48.185,40.97,100.0,75.95,53.33,67.11,0.370132,-0.1319064,0.868144,0.1996244,0.6252576,11.598783583643,2.41070312174393,20.514,,59.0,,,0.0,0.0,1.0,1.0
LCA,St. Lucia,2022,32.53,100.0,70.28,50.21,40.95,100.0,75.61,46.37,66.53,0.3713679,0.1826232,1.0438207,0.2002621,0.5318302,20.3884431828414,6.37814695133351,15.934,,59.0,,,0.0,0.0,1.0,1.0
LCA,St. Lucia,2023,31.150000000000006,100.0,69.26,49.965,40.89,100.0,75.98,41.82,65.59,0.3771938,0.3883874,1.044299,0.2145717,0.5120691,2.20988276526516,4.07060821926204,12.094,,59.0,,,0.0,0.0,1.0,1.0
LCA,St. Lucia,2024,32.150000000000006,100.0,71.68,51.269999999999996,40.06,100.0,75.97,44.48,66.33,0.4492828,0.2682296,1.0382485,0.1818488,0.5032686,3.89175024218898,-0.110283575834694,10.199,,59.0,,,0.0,0.0,1.0,1.0
LIE,Liechtenstein,2019,8.510000000000005,100.0,74.205,48.335,6.769999999999996,91.67,87.97,12.269999999999996,51.2,2.0203081,1.7245932,1.6431087,1.6571558,1.6319229,,,,,,,,0.0,0.0,2.0,1.0
LIE,Liechtenstein,2020,8.519999999999996,100.0,70.88,47.83,6.760000000000005,91.67,87.92,12.340000000000003,51.2,2.0208673,1.7216059,1.6427344,1.6551308,1.6347175,,,,,,,,0.0,0.0,2.0,1.0
LIE,Liechtenstein,2021,10.5,100.0,74.04499999999999,48.185,12.819999999999993,91.67,85.78,16.939999999999998,52.95,1.7554608,1.5136251,1.5846135,1.5620662,1.6323677,,,,,,,,0.0,0.0,2.0,1.0
LIE,Liechtenstein,2022,9.730000000000004,100.0,74.005,50.21,12.829999999999998,91.67,85.17,16.86,52.71,1.7550868,1.5173885,1.5871411,1.5352187,1.7279582,,,,,,,,0.0,0.0,2.0,1.0
LIE,Liechtenstein,2023,8.430000000000007,100.0,74.3,49.965,12.86,91.67,85.17,12.950000000000003,51.85,1.7538023,1.6939974,1.5875521,1.53545,1.7276012,,,,,,,,0.0,0.0,2.0,1.0
LIE,Liechtenstein,2024,8.480000000000004,100.0,74.94,51.269999999999996,12.829999999999998,91.67,85.18,12.969999999999999,51.86,1.7550399,1.6931644,1.5823538,1.5359738,1.7275435,,,,,,,,0.0,0.0,2.0,1.0
LKA,Sri Lanka,2019,47.96,99.83,75.48,41.58,59.75,65.81,71.43,48.73,63.82,-0.1639347,-0.0713311,-0.173798099999999,-0.186002,-0.0781005999999999,-0.220483886831275,3.52839358231811,4.67,,35.0,0.564,0.439,4.0,255.0,3.0,4.0
LKA,Sri Lanka,2020,48.68,100.0,73.55,38.59,69.62,56.13,72.04,57.51,64.52,-0.2760375,-0.1134357,-0.1154138,-0.1122765,-0.1909487,-4.62451503749502,6.15394508391738,5.364,,35.0,0.579,0.379,0.0,0.0,4.0,4.0
LKA,Sri Lanka,2021,52.8,100.0,76.12,39.21,72.91,55.53,71.39,61.5,66.18,-0.3367364,-0.2353399,-0.510938,-0.1629445,-0.2315397,4.2074764951157,7.01478071238195,4.981,,35.0,0.572,0.393,0.0,0.0,4.0,4.0
LKA,Sri Lanka,2022,57.38,100.0,71.07,35.67,65.77000000000001,57.22,64.26,55.1,63.31,-0.3533578,-0.503783099999999,-0.7621199,-0.456906,-0.3299184,-7.34919301306745,49.7211021114327,4.528,,35.0,0.602,0.44,0.0,0.0,4.0,4.0
LKA,Sri Lanka,2023,54.97,100.0,74.3,38.36,66.09,58.42,68.06,54.18,64.3,-0.3868314,-0.2845545,-0.670013,-0.3799918,-0.31553,-2.3298481898334,16.5411742279832,4.528,,35.0,0.585,0.426,0.0,0.0,4.0,4.0
LKA,Sri Lanka,2024,52.1,100.0,77.45,29.269999999999996,61.94,60.68,70.47,46.57,62.31,-0.384770899999999,-0.2745215,-0.350302399999999,-0.299213499999999,-0.2577461,5.00871930957159,-0.42936004906973,4.239,,35.0,0.677,0.497,0.0,0.0,4.0,4.0
LSO,Lesotho,2019,55.22,100.0,69.11,36.46,52.66,70.31,72.99,45.85,62.82,-0.0282232,-0.6744181,-0.287980099999999,-0.5508683,-0.341573299999999,-1.41799383085205,5.18708359197982,16.876,32.1670318908686,37.0,0.621,0.488,0.0,0.0,3.0,3.0
LSO,Lesotho,2020,54.62,100.0,70.59,35.59,53.47,72.21,76.84,46.84,63.77,-0.009674,-0.7085808,-0.1451933,-0.7112968,-0.369226499999999,-8.15595785459911,4.97809676252309,18.385,2.99271686140967,37.0,0.627,0.505,0.0,0.0,3.0,3.0
LSO,Lesotho,2021,54.81,100.0,63.56,36.26,53.0,72.25,65.85,45.71,61.43,-0.1543581,-0.7136054,-0.1334002,-0.6526333,-0.401743299999999,2.26670961833291,6.04774591950676,18.214,,37.0,0.616,0.498,0.0,0.0,3.0,3.0
LSO,Lesotho,2022,55.5,100.0,64.91,34.150000000000006,49.9,73.34,66.5,41.74,60.76,-0.1463735,-0.747926099999999,-0.128161,-0.5786676,-0.4650393,2.38778020186284,8.27180389943028,16.623,,37.0,0.648,0.509,0.0,0.0,3.0,3.0
LSO,Lesotho,2023,55.4,100.0,65.13,29.72,51.79,77.77,66.83,41.77,61.05,-0.3006103,-0.7503177,-0.1357263,-0.5644091,-0.442253499999999,1.82662476743647,6.34221743124953,16.348,,37.0,0.667,0.521,0.0,0.0,2.0,3.0
LSO,Lesotho,2024,55.28,100.0,65.42,30.730000000000004,51.67,77.31,67.77,41.43,61.2,-0.302427,-0.6470887,-0.2588663,-0.484852,-0.406586499999999,2.85452253179545,6.10544624245032,16.34,,37.0,0.652,0.507,0.0,0.0,2.0,3.0
LTU,Lithuania,2019,24.120000000000005,100.0,75.35,10.299999999999997,22.92,98.98,84.87,15.280000000000001,53.98,0.7581204,0.8510012,0.9825192,0.9756202,1.0578671,4.67735183530451,2.33450937988027,6.255,,65.0,0.817,0.756,0.0,0.0,1.0,1.0
